id,prompt,category,image_path
676,A desert oasis features a magical spring with the words 'Fountain of Destiny' carved into the rocks. The spring shimmers and glows.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/676.png
1450,"A smiling little boy holds a barrel above his head, while a little girl holds a barrel no higher than her.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1450.png
941,A succulent plant with a rose pattern on its pot.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/941.png
376,"One sports car zooms around the corner with speed, while another standard car navigates the turn slowly and carefully.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/376.png
162,A lone green banana stands out among a cluster of red bananas.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/162.png
1041,A rubber-soled shoe stepping onto the smooth surface of a skateboard.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1041.png
1072,A bear wearing a sweater and reading a book by the fireplace.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1072.png
1281,"A city park where the usual flock of pigeons isn't around, just scattered breadcrumbs.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1281.png
635,a spotlight illuminating a zebra crossing the road.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/635.png
1354,"A man without a beanie, feeling the chilly morning air directly on his hair.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1354.png
1199,On the left is a metal fork and on the right is a wooden spoon.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1199.png
1326,A larger gorilla hands a smaller mechanical monkey a banana.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1326.png
849,"Several blue birds perched on a branch, each with a red feather in their tails.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/849.png
1359,"An old man not wearing a coat, excitedly exploring the snow.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1359.png
738,A hard doormat.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/738.png
330,A child is making a sandcastle on a beach on a cloudy day.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/330.png
518,Two apples on a kitchen counter.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/518.png
268,A bakery where every shelf is filled with a variety of bread and pastries.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/268.png
1502,A person in a camo vest taking a photo of a person in a dramatic gown on a deserted road.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1502.png
30,A man kneads dough on a table.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/30.png
1264,"There are two bananas in the basket, but no apples.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1264.png
548,A squirrel in a tiny hat painting a masterpiece in a tree nook.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/548.png
402,"A steaming cup of coffee on a bookshelf, above a row of antique tea cups.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/402.png
232,'Eco Market' on a banner above a green lifestyle fair.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/232.png
1528,"In an exhibition of paintings, there are four landscapes, and the painting on the far left is the plainest.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1528.png
480,"A pair of socks, one is striped, but the other is not.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/480.png
100,An astronaut floating gracefully in the vastness of space outside a spacecraft.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/100.png
1560,A mouse on a table is smaller than a mouse hanging on the left side of the table.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1560.png
174,A happy woman is on the right of a sad woman.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/174.png
490,A fountain with no water flowing.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/490.png
282,A group of children playing on the beach.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/282.png
137,"At the center of the table,  four gleaming silver forks encircle a solitary porcelain plate.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/137.png
899,Three cameras lay on three different wooden tables.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/899.png
763,An oak tree providing shade to a family having a picnic underneath.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/763.png
1378,"In a classroom, all the students look at a math problem on the board in confusion, but the teacher stands off to the side without explaining the problem.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1378.png
830,A man wearing a black hat and holding two golden retrievers on leashes.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/830.png
1092,An anxious deer watching from the bushes as a group of hikers passes by.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1092.png
714,A throw pillow with a geometric pattern on a plush sofa.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/714.png
1100,An oval mirror leaning against a flat door.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1100.png
695,A cluster of mushrooms growing in a forest.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/695.png
325,A jogger and their dog running on the beach.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/325.png
1013,"A robust, steel ladder leaning against the rough, concrete wall of a modern house.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1013.png
1506,A man in full gear demonstrating equipment to a group of young men in colorful raincoats.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1506.png
1409,A thoughtful man not reading a leather-bound journal gazing into the distance at sunset.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1409.png
636,a red fox darting through snowy woods.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/636.png
1365,A woman without a bracelet is talking with a boy with a bracelet.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1365.png
22,A genie's lamp emitting wisps of smoke on a sandy dune.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/22.png
1393,A bear catching fish in a mountain stream without any fish.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1393.png
1476,A puppy with no smile on his face looks at two smiling puppies.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1476.png
424,"All the books on the shelf are closed, except for one that lies open.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/424.png
68,A fairy with butterfly wings in a dewy meadow.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/68.png
527,"A vibrant apple tree performing a juggling act using its own apples under a bright, circus-style tent.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/527.png
338,A ghost hunter investigating an abandoned mansion.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/338.png
905,A striped towel on a beach.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/905.png
1106,A zigzag patterned pillow on a round couch.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1106.png
469,"A playground with swings, but no slide.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/469.png
27,A dancer twirls in a spotlight.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/27.png
1089,"A disappointed artist staring at a blank canvas, with a curious parrot perched on his head.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1089.png
709,An air purifier in the corner of a well-lit living room.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/709.png
1127,An elegant doorway with 'Welcome to Paradise' painted above it.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1127.png
1189,A terrace overlooking a breathtaking mountain range.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1189.png
987,"A table full of dishes includes two plates of rice, two plates of sushi, and a pizza.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/987.png
758,A person teaching another person how to ride a bicycle on a quiet street.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/758.png
617,A lady with a flower in her hair is walking through a garden.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/617.png
1501,an old man in baggy pants performing a trick in front of a young man in a beret painting a mural.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1501.png
486,A mirror without a reflection of light.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/486.png
276,A young lady wearing a T-shirt puts her hand on a puppy's paw.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/276.png
1027,A bronze statue of a dancer is positioned on a marble pedestal in the garden.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1027.png
840,A black cat wearing a pink bow tie sits on the windowsill and stares into the distance.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/840.png
1207,A person typing furiously on a laptop in a dimly lit room.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1207.png
315,A cyclist racing down a winding mountain path.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/315.png
1168,An ancient square surrounded by historic buildings under a clear blue sky.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1168.png
1243,Three leather sneakers.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1243.png
1095,"A tired nurse taking a moment to rest on a bench, with a hopeful dove perched on the window sill.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1095.png
901,"A silver laptop sits open on the floor, not on the table.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/901.png
144,Two orange pumpkins and four flying black bats.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/144.png
1250,An elegant cat with a long tail throws a ball at a cute cat without a long tail.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1250.png
335,A gymnast performing a routine on the balance beam.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/335.png
202,the pet on the right is blue and the one on the left is not.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/202.png
113,An interior space with stools outnumbering the people.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/113.png
1428,A digital camera is not focusing on a smiling child but capturing a breathtaking sunset.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1428.png
1565,An old man is using an iron; the jeans near him are less wrinkly than those further away.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1565.png
1469,"An open biscuit tin contains three biscuits, one without sultanas is square-shaped and the other two are round-shaped.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1469.png
907,"Three ceramic mugs sit on the kitchen counter, one with a floral pattern on it, one with nothing on it, and one with a chevron pattern on it.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/907.png
453,A classroom with every chair empty.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/453.png
1286,A rainy day with no umbrella by the door.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1286.png
870,An army of ants armed with modern weapons surrounds a birthday cake without candles.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/870.png
1462,Three small boxes that are not yellow on a large blue box.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1462.png
986,"Two Ming vases on the table, the larger one is more colorful than the other.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/986.png
33,A woman examines a diamond.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/33.png
1179,"A farm with fields of green, a tractor working in the distance.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1179.png
744,A circular baking sheet.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/744.png
770,An Amaryllis being carefully watered by a person in a sunny garden.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/770.png
292,One cat is sleeping on the table and the other is playing under the table.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/292.png
969,"Several watches are displayed on the wooden shelves, all of which are vintage in style.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/969.png
90,"Worn-out boots sit on a muddy path, the dense forest looming around them.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/90.png
641,a squirrel pausing beside a laptop on a park bench.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/641.png
649,the shadow of a camel against the backdrop of a setting sun.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/649.png
997,A bear plays ping pong with a red paddle against a panda bear using a blue paddle.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/997.png
1516,"In the zoo, there are two groups of monkeys: the ones on the left are all brown, and the ones on the right are all red.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1516.png
1299,Two wardrobes without shirts side by side in the bedroom.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1299.png
452,A garden with no flowers blooming.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/452.png
494,"In a crowded room, there are more people standing than sitting.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/494.png
1293,"There is no towel in the bag, in a gym scene.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1293.png
1015,"A vintage, brass lamp illuminating a stack of hardcover books on a wooden nightstand.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1015.png
721,An earplug set.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/721.png
1443,The basket contains a watermelon and a pineapple; the watermelon is not to the right of the pineapple.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1443.png
1164,A quaint cottage nestled in a vibrant flower-filled meadow.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1164.png
154,"Three books are stacked on top of each other, with the red one at the bottom, the yellow one in the middle, and the blue one on top.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/154.png
425,"Among all the cars in the parking lot, each one is parked neatly except for one that is askew.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/425.png
823,A sitting puppy wearing star shaped glasses.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/823.png
834,Two dogs in purple woolly hats playing in the snow.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/834.png
841,Two penguins in tiny shoes skating on the ice.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/841.png
135,"A piece of white paper is on the grass, the left side of the paper is filled with writing while the right side is empty.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/135.png
462,"A bustling city street with cars, but no bicycles.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/462.png
764,A Cardinal flying towards a bird feeder held by a person.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/764.png
1057,A ceramic bowl filled with water sits next to a steel door that leads to the garden.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1057.png
333,A florist arranging a bouquet of colorful flowers.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/333.png
546,"A cat perched on a bookshelf, pawing at a floating feather.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/546.png
1290,"In a classroom, the clock is not on the wall.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1290.png
49,Boats laden with fruits floating on a river under a dual sunset.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/49.png
1414,A courageous policeman not blowing a whistle is directing traffic during a storm.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1414.png
216,"A beach with no people, no shells.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/216.png
1284,"A study desk, but no pen in sight.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1284.png
41,Old boots resting on a muddy trail in the woods.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/41.png
745,An old vacuum cleaner.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/745.png
630,A plant is placed to the left of a window.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/630.png
1276,"A mountain path where no horses or riders have passed today, only fallen leaves.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1276.png
459,A field without a single blade of grass.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/459.png
1197,"A monument under the glow of the setting sun, casting long shadows.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1197.png
1576,"In the gym, everyone is resting except for a child who is still running on the treadmill.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1576.png
1319,A winter morning with no white snow covering roofs.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1319.png
1001,"Three monkeys in shorts and caps, swinging playfully from tree to tree.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1001.png
988,A map of the United States spread out on a desk.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/988.png
531,A cherry blossom tree gracefully dancing in a kimono during a spring festival under moonlight.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/531.png
87,A narrow alleyway illuminated by strings of fairy lights.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/87.png
1003,"Two pandas in fluffy slippers and bathrobes, lazily munching on bamboo.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1003.png
547,"A ballerina pirouettes on a moonlit rooftop, the city skyline behind her.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/547.png
470,"A road with cars, but no traffic lights.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/470.png
1568,"Three athletes are running on the track, and the one wearing a red headband is closer to the finish line.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1568.png
40,A teapot steaming gently on a rustic kitchen table.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/40.png
891,Four red apples in a basket on the kitchen counter.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/891.png
1248,Three ceramic cups sit to the right of a wooden fork.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1248.png
1174,"A dock at dawn, seagulls flying above waves.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1174.png
845,A dog in a blue jumper sits next to a Christmas tree decorated with nine stars.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/845.png
1236,Two anxious pigs.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1236.png
1139,A pastry shop window displaying eclairs with 'Sweet Serendipity' piped in chocolate.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1139.png
806,A small dog in a cozy orange sweater sitting beside a cat wearing a stylish blue bow tie.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/806.png
609,"On a busy desk, a lamp sheds light on a cluttered area filled with papers while the other half remains organized.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/609.png
627,A clock is hanging above the left side of the fireplace.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/627.png
591,a luxurious velvet armchair with golden trim and emerald upholstery.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/591.png
446,"A coat with no buttons, hanging loosely.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/446.png
25,A young man tastes a simmering soup.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/25.png
953,A mechanical keyboard with a clear protective pouch is newer than another without a clear pouch.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/953.png
1008,Two sheep wearing cozy scarves and mittens knitting in the warm autumn sun.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1008.png
1542,"Two houses with gardens, the grass in the beige fenced yard looks sparser than in the orange fenced yard.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1542.png
735,A soft steering wheel cover.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/735.png
1411,A curious girl uses a magnifying glass to examine the flowers next to a butterfly without looking at the butterfly itself.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1411.png
1429,"On the table, there is a portable phone charger and an LED indicator, with the charger not positioned to the right of the indicator.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1429.png
940,The little girl in the garden has roses in both hands.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/940.png
55,A small dog dozing in a patch of sunlight.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/55.png
640,a rustic bridge spanning a tranquil mountain stream.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/640.png
181,A single snowflake falls gracefully among others swirling chaotically in the wind.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/181.png
718,"A power bank with a sleek, metallic finish on a desk.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/718.png
1420,A sturdy fork not piercing a piece of succulent steak lying to its right.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1420.png
1435,A street scene featuring a vintage bicycle parked near a lamppost but not leaning against it.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1435.png
75,A golden retriever sitting to the left of a blue picket fence.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/75.png
82,A cat sitting to the left of a bookshelf.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/82.png
1465,"Two dragons fly towards the castle, a dragon with a backpack and no hat flies behind the dragon without a backpack and with a hat.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1465.png
706,Brightly colored Post-it notes arranged in a creative pattern on an office wall.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/706.png
123,There are two red flowers on the table and a few yellow flowers under the table.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/123.png
607,"Along the coastline, seashells dot the beach as the tide gently rolls in.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/607.png
689,A florist arranging a bouquet in a flower shop.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/689.png
1536,A group of students were happily playing in the classroom with no teacher at the podium.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1536.png
576,"a diver exploring a vibrant coral reef, surrounded by a school of colorful fish.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/576.png
678,A rustic cabin under a starlit sky.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/678.png
1324,A kitten hides in a shoe bigger than itself and peeks out.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1324.png
305,A fisherman casting a line at sunrise by a tranquil lake.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/305.png
1244,Two porcelain plates.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1244.png
611,"A skateboard rests against a wall, with stickers decorating its underside.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/611.png
1235,Three scared artists.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1235.png
993,Brown-and-white and black-and-white guinea pigs are eating fruits.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/993.png
1094,"A bored lion yawning under the shade of a tree, with a nervous zebra watching from a distance.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1094.png
1296,"In the classroom, three students are listening attentively to the teacher, but there are no books on the table.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1296.png
1322,A happy boy is behind an unhappy girl.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1322.png
204,"In a race between a tortoise and a hare, the tortoise takes a nap, but the hare does not.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/204.png
1185,"A bridge arching over a sparkling river, connecting two bustling districts.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1185.png
1545,A birthday party with all presents on the table unopened.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1545.png
801,A person in a bright yellow raincoat stands next to another in a sleek black trench coat.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/801.png
1522,A Christmas tree with two red socks: the one at the bottom is darker than the one at the top.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1522.png
954,"A boy sits sullenly in his room, with his Bluetooth headphones and cell phone scattered on the floor.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/954.png
502,An office with more desks than computers.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/502.png
1154,A hiking trail marker with 'Journey Begins Here.',compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1154.png
1387,A cow not grazing in a meadow.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1387.png
1096,An excited kangaroo hopping alongside a surprised tourist who is trying to take a photo.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1096.png
323,A beekeeper tending to hives in a field of lavender.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/323.png
71,An astronaut with a flag patch drifting in space.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/71.png
1570,"There are three apples on a table, and a child is touching the apple on the far right with his hand.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1570.png
774,A butterfly landing on a blooming Amaryllis as a child observes closely.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/774.png
619,A deer with a bell around its neck.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/619.png
894,"On a cooling rack, a square cookie with frosting is doing a social dance with a triangle cookie without frosting.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/894.png
550,"A robot serves tea in a futuristic cafe, surrounded by holograms.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/550.png
802,A man in a tailored blue suit shaking hands with another man sporting a casual green sweater.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/802.png
1012,"The soft, woolen blanket draped over a plush, velvet couch.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1012.png
342,An astronaut planting a flag on a distant planet.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/342.png
488,A bridge with no one crossing.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/488.png
750,Stackable storage bins.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/750.png
1163,A serene stream winding through a lush meadow at sunrise.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1163.png
1558,Two piggy dolls are on display; the one on the left looks softer.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1558.png
646,an attic filled with antique toys and a large teddy bear.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/646.png
293,One cat is sleeping on the table and the other one is awake under the table.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/293.png
1406,A rabbit is burrowing into a soft pile of hay.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1406.png
390,A fluffy white cloud above a darker storm cloud at sunset.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/390.png
48,A cavern lit by shafts of light revealing hidden underground pools.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/48.png
1489,"A packet of tissues has two cartoon characters on the packaging, the cartoon character in the red dress is on the left and the cartoon character without the red dress is on the right.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1489.png
1076,"A dog wearing sneakers and a hoodie, skateboarding down the street.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1076.png
1232,Four embarrassed zebras.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1232.png
1131,A sandy beach where 'Love Lives Here' is written with seashells and driftwood.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1131.png
1481,A girl not in dance clothes is handing out mineral water to a group of girls in dance clothes.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1481.png
879,A red fox sneaking up on two unsuspecting rabbits.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/879.png
1470,"An open biscuit tin contains three biscuits, one without sultanas is round and the other two are triangular.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1470.png
472,"Two birds in the sky; the one on the left is flying, but the one on the right is not.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/472.png
291,A young man is holding a blue bat and a green ball.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/291.png
882,Two koalas cuddling on a eucalyptus tree.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/882.png
